UserID,Consumption,UsageType,TariffPlan,Location,AverageDailyConsumption,TimeOfDay,MeterID,MeterStatus,PaymentHistory,FraudReported
631,313.66,electricity,Residential,Los Angeles,384.72,off-peak,M-1005,Tampered,On-Time,1
632,453.05,electricity,Residential,Boston,121.09,peak,M-4362,Tampered,On-Time,1
633,487.96,electricity,Commercial,Boston,381.64,off-peak,M-1014,Normal,On-Time,0
634,386.35,gas,Residential,Dallas,338.24,off-peak,M-4186,Normal,On-Time,0
635,265.05,electricity,Commercial,New York,171.65,peak,M-1977,Normal,Late,0
636,297.11,electricity,Commercial,Miami,383.51,peak,M-5594,Normal,On-Time,0
637,153.92,gas,Residential,Miami,21.96,off-peak,M-1853,Normal,On-Time,1
638,420.1,electricity,Commercial,Miami,380.42,off-peak,M-7459,Tampered,On-Time,1
639,331.28,gas,Residential,Los Angeles,447.38,peak,M-5868,Tampered,On-Time,1
640,275.73,gas,Residential,Dallas,34.38,peak,M-2226,Normal,On-Time,1
641,378.92,electricity,Commercial,Miami,251.36,off-peak,M-6748,Tampered,On-Time,1
642,274.36,gas,Residential,Miami,494.33,peak,M-6279,Normal,Late,0
643,266.64,gas,Residential,Chicago,468.8,off-peak,M-5500,Tampered,Late,1
644,429.79,electricity,Commercial,Los Angeles,59.66,off-peak,M-5501,Tampered,Late,1
645,49.53,electricity,Residential,Los Angeles,34.18,off-peak,M-3343,Tampered,On-Time,1
646,403.14,gas,Residential,Chicago,175.44,off-peak,M-6516,Normal,On-Time,1
647,103.14,electricity,Commercial,Miami,478.86,peak,M-2981,Tampered,Late,1
648,387.8,electricity,Commercial,New York,58.02,peak,M-7584,Normal,Late,1
649,298.6,gas,Commercial,New York,211.42,off-peak,M-5305,Normal,Late,0
650,455.72,gas,Residential,Boston,390.83,off-peak,M-6024,Normal,On-Time,0
651,196.18,gas,Commercial,New York,149.04,off-peak,M-5781,Tampered,Late,1
652,4.54,electricity,Residential,Houston,452,peak,M-7732,Normal,Late,0
653,416.89,gas,Commercial,Miami,255.97,peak,M-5777,Normal,Late,0
654,57.88,gas,Residential,Miami,110.89,off-peak,M-9347,Tampered,Late,1
655,388.82,gas,Residential,Miami,163.83,off-peak,M-2995,Normal,Late,1
656,408.16,gas,Commercial,Seattle,216.97,off-peak,M-4175,Normal,Late,0
657,179.77,gas,Residential,Houston,253.92,off-peak,M-2336,Normal,On-Time,0
658,162.74,electricity,Residential,New York,170.71,off-peak,M-2096,Tampered,On-Time,1
659,365.93,electricity,Commercial,Houston,166.27,off-peak,M-5940,Tampered,On-Time,1
660,72.55,electricity,Residential,Dallas,221.56,peak,M-5475,Tampered,On-Time,1
661,235.25,gas,Commercial,Dallas,344.6,peak,M-4801,Normal,On-Time,0
662,433.6,electricity,Commercial,New York,444.35,off-peak,M-2285,Tampered,On-Time,1
663,290.37,electricity,Commercial,Houston,453.37,off-peak,M-5422,Normal,Late,0
664,419.5,electricity,Commercial,Seattle,351.43,off-peak,M-3659,Tampered,On-Time,1
665,296.25,gas,Commercial,Seattle,439.66,peak,M-9182,Tampered,On-Time,1
666,266.62,electricity,Residential,New York,152.16,off-peak,M-5047,Tampered,On-Time,1
667,16.19,electricity,Commercial,Chicago,105.72,peak,M-4159,Tampered,On-Time,1
668,11.22,electricity,Residential,Chicago,304.4,peak,M-9113,Tampered,Late,1
669,129.32,electricity,Commercial,Miami,229.93,off-peak,M-9927,Normal,Late,0
670,27.12,gas,Residential,Miami,405.88,peak,M-3100,Tampered,Late,1
671,248.1,gas,Commercial,Chicago,453.17,off-peak,M-8821,Normal,Late,0
672,439.31,gas,Commercial,Dallas,128.16,off-peak,M-8622,Tampered,On-Time,1
673,385.9,electricity,Residential,Seattle,344.9,off-peak,M-5515,Normal,Late,0
674,56.81,gas,Residential,Los Angeles,344.19,off-peak,M-6146,Tampered,Late,1
675,464.19,gas,Commercial,Los Angeles,196,off-peak,M-8866,Normal,Late,1
676,55.23,electricity,Residential,Houston,257.08,peak,M-4242,Normal,On-Time,0
677,345.18,gas,Residential,Chicago,279.57,peak,M-6065,Normal,Late,0
678,76.49,gas,Residential,New York,446.69,off-peak,M-7729,Normal,On-Time,0
679,435.95,gas,Commercial,New York,258.09,off-peak,M-2677,Tampered,On-Time,1
680,259.71,gas,Residential,Miami,433.39,peak,M-3309,Normal,On-Time,0
681,217.1,electricity,Residential,Seattle,10.45,off-peak,M-3077,Normal,On-Time,1
682,64.3,electricity,Commercial,Boston,83.42,off-peak,M-7263,Tampered,Late,1
683,339.55,electricity,Commercial,Boston,468.47,peak,M-7238,Normal,On-Time,0
684,306.33,electricity,Commercial,Dallas,367.54,peak,M-3573,Normal,Late,0
685,276.81,gas,Commercial,New York,236.17,peak,M-9174,Tampered,On-Time,1
686,91.07,gas,Commercial,Seattle,482.1,off-peak,M-9245,Normal,On-Time,0
687,412.76,gas,Residential,Miami,121.72,peak,M-3678,Normal,On-Time,1
688,258.8,gas,Commercial,Chicago,31.9,off-peak,M-1649,Normal,On-Time,1
689,497.66,gas,Commercial,Houston,223.2,off-peak,M-1950,Normal,Late,1
690,389.2,gas,Residential,Dallas,61.59,off-peak,M-9857,Normal,On-Time,1
691,329.47,gas,Residential,Miami,186.57,off-peak,M-3387,Normal,On-Time,0
692,323.43,gas,Residential,Boston,288.23,peak,M-1370,Tampered,Late,1
693,248.91,gas,Commercial,Miami,190,off-peak,M-5282,Normal,Late,0
694,33.59,electricity,Commercial,Boston,179.44,off-peak,M-5242,Tampered,On-Time,1
695,273.54,electricity,Residential,New York,271.51,off-peak,M-1170,Tampered,Late,1
696,151.82,gas,Commercial,Miami,101.74,peak,M-5129,Normal,Late,0
697,83.24,electricity,Commercial,Los Angeles,15.34,peak,M-5504,Normal,On-Time,1
698,444.81,gas,Residential,Boston,157.67,peak,M-5321,Normal,Late,1
699,210.65,electricity,Residential,Dallas,133.56,off-peak,M-2461,Tampered,On-Time,1
700,233.24,electricity,Commercial,Houston,227.93,off-peak,M-5598,Tampered,Late,1
701,368.41,gas,Commercial,Seattle,367.47,peak,M-1363,Tampered,Late,1
702,5.09,gas,Residential,Chicago,177.31,off-peak,M-3280,Tampered,On-Time,1
703,424.06,electricity,Commercial,Dallas,423.69,peak,M-6445,Normal,Late,0
704,423.01,gas,Residential,Chicago,302.76,peak,M-9336,Normal,Late,0
705,386.44,electricity,Commercial,Dallas,120.92,off-peak,M-5765,Tampered,On-Time,1
706,407.23,gas,Commercial,New York,3.3,peak,M-4185,Normal,Late,1
707,328.37,electricity,Residential,Seattle,406.01,off-peak,M-7409,Normal,Late,0
708,203.64,electricity,Commercial,Seattle,437.98,peak,M-1909,Tampered,On-Time,1
709,458.63,electricity,Residential,Los Angeles,171.73,off-peak,M-3246,Tampered,On-Time,1
710,481.59,gas,Commercial,Los Angeles,209.3,peak,M-2210,Tampered,Late,1
711,29.55,gas,Commercial,Chicago,134.64,peak,M-6216,Tampered,Late,1
712,205.92,electricity,Commercial,Los Angeles,65.91,off-peak,M-3021,Normal,On-Time,1
713,455.27,electricity,Residential,Los Angeles,175.45,peak,M-1375,Tampered,On-Time,1
714,265.76,gas,Residential,Chicago,237.93,off-peak,M-4719,Tampered,Late,1
715,247.94,electricity,Commercial,Houston,261.64,peak,M-2220,Normal,On-Time,0
716,379.04,gas,Commercial,Chicago,207.31,off-peak,M-3676,Normal,On-Time,0
717,135.3,electricity,Residential,New York,48.04,off-peak,M-2380,Normal,On-Time,1
718,253.8,electricity,Commercial,Dallas,167.3,peak,M-6541,Tampered,On-Time,1
719,413.43,electricity,Commercial,Chicago,78.26,off-peak,M-2406,Tampered,On-Time,1
720,391.92,electricity,Commercial,Houston,462.39,off-peak,M-3413,Normal,On-Time,0
721,183.59,gas,Commercial,Chicago,86.42,peak,M-7085,Tampered,On-Time,1
722,442.32,gas,Commercial,Chicago,214.83,peak,M-5748,Normal,On-Time,1
723,423.25,electricity,Commercial,Boston,105.78,peak,M-6958,Normal,On-Time,1
724,477.39,gas,Commercial,Los Angeles,258.25,off-peak,M-8605,Tampered,Late,1
725,114.67,gas,Commercial,New York,84.31,off-peak,M-8224,Normal,On-Time,0
726,399.11,electricity,Residential,Seattle,445.71,peak,M-9920,Normal,On-Time,0
727,381.74,gas,Residential,Houston,106.58,off-peak,M-6678,Tampered,Late,1
728,239.72,gas,Residential,New York,245.44,peak,M-2669,Normal,Late,0
729,287.62,electricity,Commercial,Dallas,324.58,peak,M-7156,Tampered,On-Time,1
730,265.23,electricity,Commercial,Houston,29.57,peak,M-7590,Tampered,Late,1
731,201.91,electricity,Commercial,Dallas,179.56,off-peak,M-2849,Normal,On-Time,0
732,146.44,electricity,Commercial,Miami,362.9,off-peak,M-3813,Tampered,On-Time,1
733,432.51,electricity,Commercial,Chicago,38.16,off-peak,M-7513,Normal,On-Time,1
734,49.04,gas,Residential,Boston,145.65,off-peak,M-6851,Normal,Late,0
735,187.54,gas,Commercial,Miami,337.15,peak,M-1695,Tampered,Late,1
736,230.32,electricity,Residential,Los Angeles,400.51,off-peak,M-5723,Normal,On-Time,0
737,71.92,gas,Residential,Houston,51.26,off-peak,M-7261,Tampered,Late,1
738,167.62,electricity,Commercial,Dallas,9.35,peak,M-6035,Normal,Late,1
739,115.1,electricity,Residential,Dallas,97.64,off-peak,M-7986,Tampered,Late,1
740,3.28,gas,Residential,Boston,116.71,off-peak,M-2851,Tampered,On-Time,1
741,226.37,gas,Residential,Seattle,68.86,peak,M-2603,Tampered,Late,1
742,343.54,electricity,Residential,Los Angeles,260.39,peak,M-8745,Tampered,Late,1
743,318.06,gas,Commercial,Boston,338.87,peak,M-5705,Normal,Late,0
744,77.67,gas,Residential,Los Angeles,229.79,off-peak,M-9049,Tampered,Late,1
745,361.16,gas,Commercial,Seattle,289.54,peak,M-7913,Tampered,Late,1
746,64.97,gas,Residential,Chicago,216.18,peak,M-5089,Tampered,Late,1
747,315.62,electricity,Residential,Los Angeles,371.6,off-peak,M-1986,Tampered,On-Time,1
748,205.24,gas,Commercial,Seattle,85.92,peak,M-2679,Normal,On-Time,1
749,282.49,gas,Commercial,Houston,130,peak,M-3449,Tampered,Late,1
750,222.29,electricity,Residential,Los Angeles,352.55,peak,M-1747,Normal,On-Time,0
751,325.13,gas,Residential,Boston,105.33,off-peak,M-8068,Normal,Late,1
752,333.58,electricity,Commercial,Houston,150.82,peak,M-4265,Normal,Late,1
753,33.41,gas,Commercial,Miami,331.05,off-peak,M-6923,Normal,On-Time,0
754,338.94,gas,Commercial,Boston,263.74,off-peak,M-7593,Normal,On-Time,0
755,338.17,gas,Commercial,Houston,353.49,peak,M-2812,Tampered,On-Time,1
756,169.42,gas,Residential,Chicago,166.05,peak,M-7833,Normal,Late,0
757,381.36,gas,Residential,Miami,7.4,off-peak,M-2102,Tampered,Late,1
758,358.82,gas,Commercial,Boston,397.74,off-peak,M-7531,Normal,Late,0
759,391.63,gas,Commercial,Seattle,495.49,off-peak,M-3790,Normal,Late,0
760,209.28,electricity,Commercial,Chicago,313.01,peak,M-8463,Normal,On-Time,0
761,357.62,electricity,Commercial,Miami,346.4,peak,M-3918,Normal,On-Time,0
762,5.49,electricity,Commercial,Los Angeles,386.08,off-peak,M-9491,Normal,On-Time,0
763,31.03,gas,Residential,Boston,11.15,peak,M-7181,Normal,Late,1
764,287.42,gas,Commercial,Houston,488.54,off-peak,M-2504,Normal,Late,0
765,136.6,electricity,Commercial,Boston,149.27,off-peak,M-3195,Tampered,On-Time,1
766,429.68,electricity,Commercial,Los Angeles,183.09,off-peak,M-8150,Normal,On-Time,1
767,183.07,electricity,Residential,Seattle,59.63,peak,M-3399,Normal,Late,1
768,204.54,gas,Residential,Miami,48.94,off-peak,M-7312,Normal,Late,1
769,413.48,gas,Residential,Seattle,151.71,peak,M-1208,Normal,On-Time,1
770,68.73,gas,Commercial,Los Angeles,355.55,peak,M-2025,Normal,Late,0
771,121.46,electricity,Commercial,Los Angeles,8.91,peak,M-7292,Normal,Late,1
772,338.1,electricity,Commercial,Dallas,379.84,off-peak,M-8217,Tampered,Late,1
773,43.71,gas,Residential,Dallas,443.14,off-peak,M-3221,Normal,Late,0
774,254.21,gas,Residential,Chicago,199.59,peak,M-1127,Tampered,On-Time,1
775,237.72,gas,Residential,Houston,427.22,peak,M-3812,Tampered,Late,1
776,437.74,gas,Residential,Los Angeles,15.49,off-peak,M-3072,Normal,Late,1
777,359.23,electricity,Commercial,New York,360.81,peak,M-9608,Tampered,Late,1
778,484.37,gas,Residential,Houston,256.02,off-peak,M-9309,Normal,On-Time,0
779,165.79,electricity,Commercial,Dallas,142.19,off-peak,M-2290,Normal,Late,0
780,20.2,electricity,Commercial,Chicago,224.28,off-peak,M-6025,Normal,On-Time,0
781,29.47,gas,Commercial,Boston,188.26,peak,M-2375,Tampered,On-Time,1
782,301.9,gas,Commercial,New York,296.2,peak,M-5258,Tampered,Late,1
783,63.47,electricity,Residential,Chicago,59.24,peak,M-2769,Tampered,Late,1
784,218.87,gas,Residential,Chicago,7.16,peak,M-8139,Normal,On-Time,1
785,397.92,gas,Residential,Houston,489.97,peak,M-9492,Normal,Late,0
786,166.36,electricity,Residential,Miami,217.7,off-peak,M-5334,Tampered,Late,1
787,93.93,gas,Residential,Boston,459.69,peak,M-9240,Normal,Late,0
788,154.56,electricity,Commercial,Seattle,264.94,off-peak,M-3265,Tampered,Late,1
789,303.94,gas,Residential,Miami,42.57,peak,M-1918,Tampered,On-Time,1
790,361.05,gas,Residential,Chicago,318,peak,M-5112,Tampered,On-Time,1
791,249.25,gas,Residential,Boston,126.73,off-peak,M-3188,Tampered,Late,1
792,18.08,electricity,Residential,Miami,368.24,peak,M-3396,Normal,Late,0
793,187.76,electricity,Residential,Los Angeles,146.14,off-peak,M-6296,Normal,Late,0
794,127.75,electricity,Residential,Seattle,73.3,off-peak,M-6212,Tampered,Late,1
795,317.57,gas,Commercial,Seattle,276.67,off-peak,M-1859,Normal,Late,0
796,292.44,electricity,Commercial,Seattle,161.9,peak,M-7910,Tampered,On-Time,1
797,375.23,electricity,Residential,Dallas,422.21,off-peak,M-8735,Tampered,On-Time,1
798,237.07,gas,Residential,New York,200.41,peak,M-7619,Normal,On-Time,0
799,402.33,electricity,Residential,Dallas,1.19,peak,M-3944,Tampered,Late,1
800,300.27,electricity,Residential,Miami,440.13,peak,M-7454,Normal,Late,0
801,23.4,gas,Residential,Chicago,453.51,off-peak,M-8419,Normal,On-Time,0
802,357.3,electricity,Residential,Chicago,46.05,peak,M-4969,Normal,On-Time,1
803,337.27,gas,Residential,Chicago,468.93,off-peak,M-4703,Tampered,Late,1
804,477.93,electricity,Commercial,Los Angeles,313.41,peak,M-6431,Tampered,Late,1
805,388.06,gas,Commercial,Chicago,312.84,peak,M-8901,Tampered,On-Time,1
806,43.12,electricity,Residential,Los Angeles,131.52,peak,M-2346,Normal,On-Time,0
807,44.71,gas,Residential,Los Angeles,403.44,off-peak,M-3205,Tampered,Late,1
808,406.71,gas,Commercial,Los Angeles,434.24,off-peak,M-1462,Normal,On-Time,0
809,329.64,electricity,Commercial,Miami,140.79,peak,M-7571,Normal,On-Time,1
810,494,electricity,Commercial,Los Angeles,302.52,off-peak,M-5022,Tampered,Late,1
811,332.89,gas,Residential,Miami,39.02,peak,M-2171,Tampered,On-Time,1
812,374.78,electricity,Residential,Seattle,451.25,off-peak,M-6918,Tampered,On-Time,1
813,454.21,gas,Residential,Boston,169.14,off-peak,M-3771,Normal,On-Time,1
814,254.53,gas,Residential,New York,200.85,off-peak,M-8206,Tampered,On-Time,1
815,448.27,electricity,Commercial,Los Angeles,357.43,peak,M-7084,Normal,Late,0
816,311.33,gas,Commercial,Chicago,185.88,off-peak,M-6066,Tampered,Late,1
817,409.93,electricity,Commercial,Los Angeles,479.7,peak,M-1850,Normal,Late,0
818,469.8,electricity,Commercial,Miami,286.34,off-peak,M-2405,Normal,Late,0
819,287.47,gas,Residential,Los Angeles,495.17,off-peak,M-1945,Tampered,On-Time,1
820,363.15,electricity,Residential,New York,243.52,peak,M-4548,Tampered,Late,1
821,108.29,electricity,Residential,Seattle,399.7,off-peak,M-1906,Tampered,On-Time,1
822,241.78,gas,Residential,Seattle,149.73,peak,M-6320,Tampered,On-Time,1
823,111.31,electricity,Commercial,Houston,192.31,peak,M-1447,Tampered,On-Time,1
824,300.1,gas,Residential,Dallas,328.93,off-peak,M-8601,Normal,On-Time,0
825,180.23,electricity,Residential,Dallas,340.05,peak,M-8222,Normal,On-Time,0
826,118.42,gas,Residential,Chicago,143.53,off-peak,M-5144,Normal,On-Time,0
827,156.36,electricity,Commercial,Los Angeles,218.85,peak,M-4849,Normal,On-Time,0
828,496.62,electricity,Residential,Boston,377.47,off-peak,M-4998,Tampered,Late,1
829,378.99,gas,Commercial,Chicago,1.55,peak,M-4239,Tampered,Late,1
830,110.65,electricity,Residential,Dallas,376.47,off-peak,M-3651,Tampered,Late,1
831,146.48,electricity,Commercial,Chicago,189.19,peak,M-6021,Tampered,Late,1
832,245.82,electricity,Commercial,Houston,325.63,off-peak,M-2988,Normal,On-Time,0
833,144.07,electricity,Commercial,Miami,363.48,off-peak,M-3734,Normal,On-Time,0
834,271.07,electricity,Commercial,Los Angeles,243.65,off-peak,M-3672,Tampered,Late,1
835,324.99,electricity,Commercial,New York,450.84,off-peak,M-6198,Tampered,Late,1
836,194.01,gas,Residential,Dallas,230.9,off-peak,M-7956,Normal,Late,0
837,28.9,electricity,Commercial,Seattle,184.56,peak,M-1105,Normal,On-Time,0
838,293.32,electricity,Residential,Seattle,231.79,off-peak,M-4943,Normal,Late,0
839,203.5,electricity,Commercial,Los Angeles,391.97,off-peak,M-4015,Tampered,Late,1
840,34.47,electricity,Commercial,Chicago,461.46,peak,M-2781,Normal,Late,0
841,54.34,electricity,Residential,Houston,414.76,off-peak,M-6768,Normal,On-Time,0
842,41.19,electricity,Residential,Houston,334.4,off-peak,M-7336,Tampered,On-Time,1
843,342.12,electricity,Commercial,Seattle,20.88,off-peak,M-3670,Tampered,Late,1
844,345.13,electricity,Commercial,Seattle,363.86,off-peak,M-8745,Tampered,On-Time,1
845,184.69,gas,Residential,Boston,453.48,off-peak,M-2012,Tampered,Late,1
846,467.88,gas,Commercial,Miami,140.88,peak,M-6456,Tampered,Late,1
847,435.84,gas,Residential,Boston,124.43,peak,M-5494,Normal,Late,1
848,387.67,electricity,Commercial,Los Angeles,448.78,off-peak,M-5650,Tampered,On-Time,1
849,93.84,gas,Commercial,New York,408.85,peak,M-1379,Normal,On-Time,0
850,327.54,gas,Commercial,Los Angeles,91.12,off-peak,M-8603,Tampered,Late,1
851,98.15,electricity,Residential,Houston,46.76,off-peak,M-9548,Normal,Late,1
852,366.84,electricity,Commercial,Boston,64.35,peak,M-1582,Normal,Late,1
853,229.8,electricity,Commercial,Houston,403.94,off-peak,M-1763,Normal,On-Time,0
854,293.75,electricity,Commercial,Boston,266.86,off-peak,M-7477,Tampered,On-Time,1
855,250.86,electricity,Residential,Seattle,456.72,peak,M-6162,Normal,On-Time,0
856,418.13,gas,Commercial,Los Angeles,20.6,off-peak,M-7831,Tampered,On-Time,1
857,385.69,gas,Commercial,Miami,401.67,peak,M-9527,Normal,On-Time,0
858,285.24,gas,Commercial,Chicago,355.17,off-peak,M-5789,Tampered,On-Time,1
859,487.2,electricity,Residential,Chicago,412.06,peak,M-2845,Tampered,Late,1
860,122.49,gas,Residential,Los Angeles,143.62,off-peak,M-3403,Normal,On-Time,0
861,320.56,gas,Commercial,Los Angeles,324.9,peak,M-2912,Tampered,Late,1
862,144.89,electricity,Commercial,Dallas,37.42,off-peak,M-8846,Tampered,On-Time,1
863,174.54,gas,Residential,Seattle,414.83,peak,M-4166,Normal,Late,0
864,13.09,gas,Commercial,Chicago,9.54,peak,M-9948,Normal,On-Time,0
865,374.72,gas,Residential,Houston,11.73,peak,M-5724,Tampered,On-Time,1
866,240.08,gas,Commercial,Dallas,237.82,off-peak,M-8029,Tampered,On-Time,1
867,0.13,gas,Residential,New York,304.07,peak,M-5903,Normal,On-Time,0
868,137.87,electricity,Commercial,Boston,104.83,peak,M-7679,Tampered,On-Time,1
869,32.14,electricity,Residential,Los Angeles,214.99,off-peak,M-6276,Normal,On-Time,0
870,340.73,electricity,Commercial,New York,26.66,off-peak,M-5506,Normal,On-Time,1
871,86.78,electricity,Residential,Boston,410.03,peak,M-5918,Tampered,On-Time,1
872,233,gas,Commercial,Houston,269.13,off-peak,M-5086,Normal,On-Time,0
873,309.14,gas,Residential,Los Angeles,30.36,off-peak,M-1854,Tampered,Late,1
874,295.83,gas,Residential,Chicago,2.32,peak,M-7375,Tampered,On-Time,1
875,2.37,electricity,Commercial,Chicago,232.72,off-peak,M-2442,Tampered,Late,1
876,194.45,gas,Commercial,Chicago,132.28,off-peak,M-4215,Tampered,Late,1
877,377.62,electricity,Residential,Miami,368.52,off-peak,M-1988,Normal,Late,0
878,301.41,electricity,Residential,Boston,102.37,off-peak,M-2814,Tampered,Late,1
879,466.8,gas,Commercial,New York,281.3,off-peak,M-8631,Normal,Late,0
880,26.7,gas,Commercial,Seattle,115.83,off-peak,M-9442,Normal,On-Time,0
881,111.73,electricity,Commercial,Chicago,492.06,off-peak,M-8213,Tampered,On-Time,1
882,25.05,gas,Commercial,New York,218.22,off-peak,M-5916,Tampered,On-Time,1
883,15.43,gas,Commercial,New York,306.93,off-peak,M-2757,Tampered,On-Time,1
884,353.21,gas,Residential,New York,47.74,peak,M-5691,Tampered,Late,1
885,314.94,gas,Residential,Boston,67.26,peak,M-6120,Tampered,On-Time,1
886,291.6,electricity,Commercial,Dallas,161.47,off-peak,M-6268,Normal,On-Time,0
887,443.87,gas,Commercial,Houston,304.45,off-peak,M-5755,Normal,Late,0
888,289.36,electricity,Residential,New York,285.23,peak,M-4645,Normal,Late,0
889,210.17,gas,Commercial,Houston,178.97,peak,M-9051,Normal,Late,0
890,436.27,electricity,Commercial,Dallas,37.64,peak,M-9947,Tampered,On-Time,1
891,330.34,gas,Commercial,Chicago,97.03,peak,M-9356,Normal,On-Time,1
892,302.17,gas,Commercial,Boston,111.72,off-peak,M-1221,Tampered,On-Time,1
893,172.71,electricity,Residential,Chicago,26.31,off-peak,M-9288,Tampered,Late,1
894,467.17,gas,Residential,New York,186.02,peak,M-1005,Tampered,Late,1
895,56.83,gas,Residential,Miami,325.39,off-peak,M-3317,Normal,Late,0
896,187.04,gas,Commercial,Houston,4.85,peak,M-9278,Normal,Late,1
897,236.32,electricity,Residential,Chicago,456,peak,M-2373,Normal,Late,0
898,362.48,electricity,Commercial,Miami,171.27,peak,M-8020,Normal,On-Time,1
899,57.4,gas,Residential,Seattle,134.91,peak,M-1940,Normal,Late,0
900,309.68,gas,Residential,Boston,90.37,peak,M-1226,Normal,Late,1
901,82.4,electricity,Residential,Miami,273.45,peak,M-1128,Normal,On-Time,0
902,484.23,gas,Commercial,Los Angeles,151.55,off-peak,M-3866,Normal,On-Time,1
903,38.31,gas,Commercial,Seattle,378.17,peak,M-4778,Tampered,On-Time,1
904,282.97,electricity,Commercial,Boston,5.9,peak,M-8219,Tampered,On-Time,1
905,259.75,electricity,Commercial,New York,325.92,peak,M-5605,Tampered,Late,1
906,242.69,electricity,Residential,Los Angeles,69.23,peak,M-8824,Normal,On-Time,1
907,172.15,electricity,Residential,Miami,115.31,off-peak,M-2807,Normal,Late,0
908,423.5,electricity,Commercial,New York,280.91,peak,M-6121,Normal,Late,0
909,124.35,electricity,Commercial,Houston,236.72,off-peak,M-7657,Tampered,On-Time,1
910,284.76,gas,Commercial,Seattle,316.62,off-peak,M-7001,Tampered,Late,1
911,64.11,electricity,Commercial,Miami,128.63,off-peak,M-3642,Normal,Late,0
912,218.58,gas,Commercial,New York,160.92,peak,M-8508,Normal,On-Time,0
913,62.65,electricity,Residential,Miami,219.54,off-peak,M-3735,Normal,Late,0
914,325.37,electricity,Commercial,Boston,132.44,off-peak,M-4108,Tampered,Late,1
915,177.04,electricity,Commercial,Dallas,270.22,off-peak,M-4684,Normal,On-Time,0
916,461.94,electricity,Residential,Houston,272.01,off-peak,M-8951,Normal,Late,0
917,365.54,gas,Residential,Houston,77.4,peak,M-1465,Normal,On-Time,1
918,195.95,electricity,Residential,Los Angeles,256.03,off-peak,M-1558,Normal,Late,0
919,403.79,gas,Residential,Los Angeles,140.46,peak,M-1704,Tampered,Late,1
920,99.36,electricity,Residential,Seattle,160.08,peak,M-5663,Normal,On-Time,0
921,138.69,electricity,Commercial,Boston,324.32,off-peak,M-8026,Tampered,On-Time,1
922,274.9,gas,Commercial,Chicago,118.72,peak,M-9638,Normal,Late,1
923,376.02,gas,Commercial,New York,487.26,off-peak,M-1976,Tampered,Late,1
924,130.99,electricity,Commercial,Chicago,60.42,peak,M-6627,Normal,On-Time,1
925,129.86,electricity,Residential,Seattle,216.92,peak,M-9517,Normal,On-Time,0
926,370.76,electricity,Residential,Boston,314.09,peak,M-9318,Tampered,On-Time,1
927,15.96,electricity,Residential,Houston,54.83,peak,M-9472,Normal,On-Time,0
928,382.83,electricity,Residential,New York,495.23,off-peak,M-3163,Tampered,On-Time,1
929,429.6,gas,Residential,Houston,271.24,off-peak,M-6381,Tampered,Late,1
930,438.14,gas,Residential,Dallas,495.49,peak,M-5632,Tampered,Late,1
931,390.87,electricity,Commercial,Chicago,351.4,peak,M-8272,Normal,On-Time,0
932,271.51,gas,Commercial,New York,57.55,peak,M-9947,Normal,On-Time,1
933,475.96,gas,Residential,Seattle,429.74,peak,M-4136,Tampered,Late,1
934,55.21,gas,Commercial,Seattle,196.3,off-peak,M-4454,Normal,On-Time,0
935,222.05,electricity,Commercial,Dallas,43.65,off-peak,M-8168,Normal,Late,1
936,100.51,electricity,Residential,Houston,394.12,peak,M-7524,Normal,Late,0
937,252.53,gas,Residential,Boston,429.72,peak,M-5997,Tampered,On-Time,1
938,303.53,electricity,Residential,Miami,448.73,off-peak,M-2198,Tampered,On-Time,1
939,302.59,gas,Residential,Seattle,347.54,peak,M-6902,Normal,Late,0
940,87.22,electricity,Commercial,Houston,153.65,peak,M-1849,Tampered,On-Time,1
941,472.75,electricity,Residential,Houston,319.68,peak,M-5090,Normal,On-Time,0
942,9.63,electricity,Commercial,Chicago,90.18,peak,M-7560,Tampered,Late,1
943,446.77,electricity,Commercial,Dallas,116.27,off-peak,M-8177,Tampered,On-Time,1
944,299.73,electricity,Commercial,Los Angeles,347.18,off-peak,M-7964,Normal,Late,0
945,220.41,gas,Commercial,Los Angeles,97.37,off-peak,M-5987,Tampered,On-Time,1
946,106.22,gas,Commercial,Houston,275.8,off-peak,M-9641,Normal,Late,0
947,243.68,gas,Commercial,Houston,359.09,off-peak,M-8002,Tampered,On-Time,1
948,372.27,gas,Residential,Dallas,231.82,peak,M-3470,Tampered,Late,1
949,337.23,electricity,Commercial,Chicago,493.14,peak,M-6053,Tampered,Late,1
950,0.65,gas,Residential,Miami,210.85,off-peak,M-9438,Tampered,On-Time,1
951,41.91,electricity,Commercial,Dallas,344.35,peak,M-6115,Tampered,Late,1
952,84.93,gas,Residential,Chicago,406.56,peak,M-5545,Normal,Late,0
953,184.5,gas,Residential,Los Angeles,233.71,peak,M-9841,Tampered,Late,1
954,45.1,gas,Residential,Chicago,85.63,off-peak,M-4620,Normal,Late,0
955,249.04,gas,Residential,Seattle,437.79,peak,M-6521,Normal,On-Time,0
956,85.67,gas,Residential,Chicago,264.6,peak,M-4093,Tampered,On-Time,1
957,101.92,electricity,Commercial,Houston,147.72,off-peak,M-7232,Tampered,On-Time,1
958,177.81,electricity,Residential,Miami,15.84,off-peak,M-2268,Tampered,Late,1
959,316.57,electricity,Commercial,Los Angeles,86.19,peak,M-3593,Normal,On-Time,1
